0.01	3.60438	4.72631e+08
0.51	3.33502	5.53667e+08
1.01	2.80571	6.81188e+08
1.51	2.28547	8.00299e+08
2.01	1.86585	7.58177e+08
2.51	1.54839	7.18739e+08
3.01	1.30195	6.69649e+08
